Agency,Organization,Account Type,Character Code,Object,2015,2016,2017,2018
31 -  POLICE,31149 - TASK FORCE,Expense,51 - SALARIES,51110 - PERMANENT WAGES,773686.29,0,0,0
62 -  COMMUNITY DEVELOPMENT,62448 - CHILD CARE SERVICES,Expense,54 - PURCHASED SERVICES,54695 - PROGRAM SERVICES,791556.45,817850.65,668689.36,568917.42
44 -  STREETS,44220 - ST RECYCLING COLLECTION,Expense,54 - PURCHASED SERVICES,54245 - PROCESS FEES RECYCLABLES,799346.31,794311.7,894314.14,904822.77
10 -  ASSESSOR,10110 - ASSESSOR RESIDENTIAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,804266.55,851293.28,934659.03,904630.02
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,54 - PURCHASED SERVICES,54815 - GRANTS,808814.79,512273.26,138924.86,195572.76
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,810002.76,961277.28,987108.84,1126835.61
31 -  POLICE,31135 - SOUTH,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,834308.36,69079.25,0,0
51 -  PARKS,51241 - PARK MTC EAST PARKS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,840331.82,866502.41,940491.89,870737.95
31 -  POLICE,31125 - EAST,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,851750.95,72157.14,0,0
31 -  POLICE,31165 - TRAINING SERVICES GENERAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,857346.91,0,0,0
44 -  STREETS,44220 - ST RECYCLING COLLECTION,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,857761.94,450845.49,777088.22,807549.14
31 -  POLICE,31130 - NORTH,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,892979.65,73318.79,0,0
31 -  POLICE,31120 - CENTRAL,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,931754.62,74579.3,0,88.46
19 -  MAYOR,19100 - MAYOR,Expense,51 - SALARIES,51110 - PERMANENT WAGES,938091.09,907922.53,1019806.47,1057691.14
62 -  COMMUNITY DEVELOPMENT,62446 - CHILDREN AND FAMILIES,Expense,54 - PURCHASED SERVICES,54820 - COMMUNITY AGENCY CONTRACTS,942962,900283,951306,894996.49
62 -  COMMUNITY DEVELOPMENT,62331 - NBRHD CTRS AND CMTY GARDENS GF,Expense,54 - PURCHASED SERVICES,54820 - COMMUNITY AGENCY CONTRACTS,951509.58,879845.31,1228890,976427.91
51 -  PARKS,51242 - PARK MTC WEST PARKS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,967574.94,1040645.12,1081551.64,1097329.42
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,51 - SALARIES,51310 - OVERTIME WAGES PERMANENT,981515.52,1101392.68,1842661.19,1120342.12
45 -  TRAFFIC ENGINEERING,45200 - TE STLIGHT,Expense,54 - PURCHASED SERVICES,54112 - ELECTRICITY,1000562.45,1176613.39,1259055.5,1209623.2
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,51 - SALARIES,51140 - COMPENSATED ABSENCE,1019754,1098069.32,927266.59,900862.44
31 -  POLICE,31140 - WEST,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,1064380.46,88542.07,0,0
31 -  POLICE,31153 - FORENSICS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1105836.69,0,0,0
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,54 - PURCHASED SERVICES,54335 - SYSTEM AND SOFTWARE MAINTENANC,1133067.47,1248036.66,1286388.67,1275133.97
31 -  POLICE,31155 - TRAFFIC AND SPECIAL SERVICES,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1149990.83,0,0,0
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,51 - SALARIES,51120 - PREMIUM PAY,1157434.03,1128351.28,1039713.56,977471.09
31 -  POLICE,31145 - INVESTIGATIVE SUPPORT GENERAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1162425.63,0,0,0
31 -  POLICE,31146 - SPECIAL INVESTIGATIONS UNITS,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1195422.84,0,0,0
44 -  STREETS,44330 - ST SNOW PLOW AND SPREAD,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,1217327.43,626014.14,1212841.99,1211487.53
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,1256608.57,6072017.52,1175758,1264749.47
31 -  POLICE,31156 - PARKING,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1294334.89,116235.54,450036.01,485637.34
11 -  ATTORNEY,11300 - ATTY COUNSEL REPRESENTATION,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1319206.76,1403020.08,1468648.96,1508997.6
60 -  BUILDING INSPECTION,60100 - BI INSPECTION,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1328219.94,1425519.12,1421307.34,1441511.74
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1405891.7,1378700.59,1389756.28,1585579.13
17 -  INFORMATION TECHNOLOGY,17100 - IT APPLICATION DEVELOP SUPPORT,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1614250.83,1664210.87,1829531.18,1911554.69
31 -  POLICE,31100 - POLICE FIELD,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1683135.91,35579570.28,35523116.02,36606647.32
51 -  PARKS,51220 - PARK MTC FORESTRY GENERAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1694443.33,1590062.04,1636473.07,1808415.42
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1756764.41,1920089.12,1955117.76,1905395.05
65 -  PLANNING,65112 - PL MADISON ARTS PROGRAM,Expense,54 - PURCHASED SERVICES,54815 - GRANTS,1843760,91400.32,114740,92240.77
31 -  POLICE,31100 - POLICE FIELD,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,1960169.49,2512018.11,2296181.21,2407733.91
31 -  POLICE,31292 - RECORDS GENERAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,1983613.49,0,0,0
44 -  STREETS,44110 - ST REFUSE COLLECTION,Expense,54 - PURCHASED SERVICES,54240 - LANDFILL,2333604.83,2597360.73,2605087.22,2610083.71
50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,2421770.43,2649604.97,2992622.51,3195891.91
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,57 - INTER DEPART CHARGES,57141 - ID CHARGE FROM FLEET SERVICES,2425885.36,3089868.83,2702266.34,2627818.02
50 -  LIBRARY,50100751 - LIB PUBLIC SERVICE CENTRAL,Expense,59 - TRANSFER OUT,59130 - TRANSFER OUT TO DEBT SERVICE,2577189.52,2720544.89,2745462.93,2648130.29
31 -  POLICE,31130 - NORTH,Expense,51 - SALARIES,51110 - PERMANENT WAGES,3985195.08,0,0,0
31 -  POLICE,31135 - SOUTH,Expense,51 - SALARIES,51110 - PERMANENT WAGES,4059922.67,0,0,0
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,52 - BENEFITS,52510 - WI RETIREMENT SYSTEM,4073331.43,3955344.79,4768234.59,4833483.48
31 -  POLICE,31125 - EAST,Expense,51 - SALARIES,51110 - PERMANENT WAGES,4543228.64,0,0,0
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,59 - TRANSFER OUT,59140 - TRANSFER OUT TO CAPITAL PROJEC,4627822,4060543.07,3807485,6284391
31 -  POLICE,31120 - CENTRAL,Expense,51 - SALARIES,51110 - PERMANENT WAGES,4657768.02,0,0,286.15
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,59 - TRANSFER OUT,59610 - TRANSFER OUT TO PUBLIC HEALTH,4788705,4793266,4535371,4238064
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,52 - BENEFITS,52410 - HEALTH INSURANCE BENEFIT,5387417.58,5273014.9,5067966.53,6213235.19
31 -  POLICE,31140 - WEST,Expense,51 - SALARIES,51110 - PERMANENT WAGES,5622412.64,0,0,0
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,59 - TRANSFER OUT,59215 - TRANSFER OUT TO TRANSIT UTILIT,12974926,7380384,11880431,0
30 -  FIRE,30110 - FIRE GEN FIELD OP,Expense,51 - SALARIES,51110 - PERMANENT WAGES,26347926.99,26125756.3,26810625.07,27757237
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,59 - TRANSFER OUT,59130 - TRANSFER OUT TO DEBT SERVICE,37669343,40476749,44321038,47239110
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Revenue,42 - INTERGOV REVENUES,42110 - FEDERAL REVENUES OPERATING,,-121300,40500,0
62 -  COMMUNITY DEVELOPMENT,62331631 - THERESA TERRACE NBRHD CENTER,Revenue,49 - TRANSFER IN,49221 - TRANSFER IN FROM INSURANCE,,-6083,0,-14086
65 -  PLANNING,65101 - PL NEIGH PLAN PRES DESIGN ADMI,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,-2500,0,0
19 -  MAYOR,19100 - MAYOR,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,-1500,-2243.39,-5269.9
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58181 - ID BILLING TO GOLF COURSES,,-1180.9,0,0
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58166 - ID BILLING TO TAX INCREMENT,,-824.18,0,0
51 -  PARKS,51110 - PARK COM REC ADMIN,Revenue,43 - CHARGES FOR SERVICES,43531 - LESSONS,,-805,0,0
44 -  STREETS,44111 - ST LARGE ITEMS,Revenue,47 - MISC REVENUE,47190 - MISCELLANEOUS REVENUE,,-211.4,-3609.66,-2017.43
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,,-124.64,-350,-450
17 -  INFORMATION TECHNOLOGY,17200 - IT TECHNICAL SERVICES,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,-115,-5294.5,-2685
45 -  TRAFFIC ENGINEERING,45100 - TE SIGNING,Expense,58 - INTER DEPART BILLING,58165 - ID BILLING TO PLANNING,,-97.6,0,0
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,54 - PURCHASED SERVICES,54810 - OTHER SERVICES AND EXPENSES,,-0.11,13,14
51 -  PARKS,51180 - PARK COM REC OLBRICH GENERAL,Revenue,49 - TRANSFER IN,49124 - TRANSFER IN FROM OTHER RESTRIC,,0,-317269,0
50 -  LIBRARY,50221751 - LIB COMM ENGAGE YOUTH CENTRAL,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,,0,-36750,0
62 -  COMMUNITY DEVELOPMENT,62474 - AGING MASTERY PRGM,Revenue,46 - INVEST OTHER CONTRIB,46310 - CONTRIBUTIONS AND DONATIONS,,0,-6144.25,-684
50 -  LIBRARY,50224 - LIB COMM ENGAGE ALL AGES,Revenue,42 - INTERGOV REVENUES,42110 - FEDERAL REVENUES OPERATING,,0,-4739.3,-200
40 -  ENGINEERING,40110 - ENG ADMIN DIVISION,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,0,-990.93,0
62 -  COMMUNITY DEVELOPMENT,62471 - SENIOR CENTER,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,0,-914.38,-568.59
31 -  POLICE,31200 - POLICE SUPPORT,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,0,-364.51,0
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Revenue,49 - TRANSFER IN,49124 - TRANSFER IN FROM OTHER RESTRIC,,0,0,0
00 -  UNDEFINED,110020 - GENERAL FUND EXPENSE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
10 -  ASSESSOR,10120 - ASSESSOR PERSONAL PROPERTY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
10 -  ASSESSOR,10130 - ASSESSOR COMMERCIAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
10 -  ASSESSOR,10140 - ASSESSOR TAX ROLL PREPARATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
10 -  ASSESSOR,10150 - ASSESSOR BOARD OF REVIEW,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
11 -  ATTORNEY,11100 - ATTY ORDINANCE ENFORCEMENT,Revenue,43 - CHARGES FOR SERVICES,43710 - REIMBURSEMENT OF EXPENSE,,0,0,0
12 -  CIVIL RIGHTS,12100 - CIVIL RIGHTS,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
13 -  CLERK,13100 - CLERK,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
13 -  CLERK,13100 - CLERK,Expense,53 - SUPPLIES,53145 - SOFTWARE LICENSES & SUPPLIES,,0,0,0
14 -  COMMON COUNCIL,14100 - COMMON COUNCIL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100601 - COMMON COUNCIL DIST 1,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100602 - COMMON COUNCIL DIST 2,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100603 - COMMON COUNCIL DIST 3,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100604 - COMMON COUNCIL DIST 4,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100605 - COMMON COUNCIL DIST 5,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100606 - COMMON COUNCIL DIST 6,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100607 - COMMON COUNCIL DIST 7,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100608 - COMMON COUNCIL DIST 8,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100609 - COMMON COUNCIL DIST 9,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100610 - COMMON COUNCIL DIST 10,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100611 - COMMON COUNCIL DIST 11,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100612 - COMMON COUNCIL DIST 12,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100613 - COMMON COUNCIL DIST 13,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100614 - COMMON COUNCIL DIST 14,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100615 - COMMON COUNCIL DIST 15,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100616 - COMMON COUNCIL DIST 16,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100617 - COMMON COUNCIL DIST 17,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100618 - COMMON COUNCIL DIST 18,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100619 - COMMON COUNCIL DIST 19,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
14 -  COMMON COUNCIL,14100620 - COMMON COUNCIL DIST 20,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
15 -  FINANCE,15110 - FIN ACCOUNTING PAYROLL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
15 -  FINANCE,15111 - FIN ACCOUNTING PURCHASING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
15 -  FINANCE,15230 - FIN INTERNAL AUDIT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
15 -  FINANCE,15300 - FIN RISK MGMT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Revenue,48 - OTHER FINANCE SOURCE,48510 - FUND BALANCE APPLIED,,0,0,0
15 -  FINANCE,15400 - FIN ADMIN SUPPORT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
20 -  MUNICIPAL COURT,20100 - MUNICIPAL COURT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
21 -  TREASURER,21100 - TREASURER,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54310 - OFFICE EQUIPMENT REPAIR,,0,0,0
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54655 - PRINTING SERVICES,,0,0,0
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,54 - PURCHASED SERVICES,54668 - ARCHITECUTURAL SERVICES,,0,0,0
22 -  EMPLOYEE ASSISTANCE PROGRAM,22100 - EMPLOYEE ASSISTANCE PROGRAM,Expense,56 - DEBT OTHR FINANCING,56620 - CONTINGENT RESERVE,,0,0,0
29 -  CITY WIDE MISCELLANEOUS,29100 - CITY WIDE MISCELLANEOUS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110701 - FIRE GEN FIELD OP STATION 1,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110702 - FIRE GEN FIELD OP STATION 2,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110703 - FIRE GEN FIELD OP STATION 3,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110704 - FIRE GEN FIELD OP STATION 4,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110705 - FIRE GEN FIELD OP STATION 5,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110706 - FIRE GEN FIELD OP STATION 6,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110707 - FIRE GEN FIELD OP STATION 7,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110708 - FIRE GEN FIELD OP STATION 8,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110709 - FIRE GEN FIELD OP STATION 9,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110710 - FIRE GEN FIELD OP STATION 10,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110711 - FIRE GEN FIELD OP STATION 11,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110712 - FIRE GEN FIELD OP STATION 12,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110713 - FIRE GEN FIELD OP STATION 13,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110714 - FIRE GEN FIELD OP STATION 14,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110720 - FIRE GEN FIELD OP ADMIN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110721 - FIRE GEN FIELD OP MAINT FAC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110722 - FIRE GEN FIELD OP TRAINING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110723 - FIRE GEN FIELD OP EMS TRAINING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30110724 - FIRE GEN FLD OP COM OUTR EDC C,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30111 - FIRE LAKE RESCUE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30112 - FIRE FITNESS WELLNESS,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30113 - FIRE HEAVY URBAN RESCUE TEAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30114 - FIRE HAZARDOUS INCIDENT TEAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30115 - FIRE TACT EMER MED SER TEAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30120 - FIRE MEDICAL PROGRAM GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30121 - FIRE MEDICAL PROGRAM STATE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30122 - FIRE COMMUNITY PARAMEDICINE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30130 - FIRE APPLICANT RECRUITMENT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30131 - FIRE APPLICANT TESTING,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30132 - FIRE APPLICANT HIRE AND TRAINI,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30133 - FIRE APPLICANT PROMOTION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30250 - FIRE INSPECTION GENERAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30251 - FIRE INSPECTION TANK PROGRAM,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30260 - FIRE COMMUNITY EDUCATION,Expense,53 - SUPPLIES,53100 - PURCHASING CARD UNALLOCATED,,0,0,0
30 -  FIRE,30270 - FIRE INVESTIGATION,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
30 -  FIRE,30280 - FIRE COMMUNITY OUTREACH & EDUC,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31100 - POLICE FIELD,Expense,53 - SUPPLIES,53410 - MACHINERY AND EQUIPMENT,,0,0,0
31 -  POLICE,31100 - POLICE FIELD,Expense,59 - TRANSFER OUT,59220 - TRANSFER OUT TO FLEET SERVICES,,0,0,0
31 -  POLICE,31101 - SPECIAL DUTY,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102 - FIELD GENERAL OVERALL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102650 - MIDTOWN PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102651 - CENTRAL PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102652 - EAST PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102653 - NORTH PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102654 - SOUTH PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102655 - WEST PD FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31102665 - HEADQUARTERS FIELD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31103 - COMMUNITY OUTREACH,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31105 - SWAT,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31106 - SET,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31110 - CANINE,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31111 - MOUNTED,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31114 - CENTRALIZED FIELD SERVICES,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31115 - MIDTOWN,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31120 - CENTRAL,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31125 - EAST,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31130 - NORTH,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31135 - SOUTH,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31140 - WEST,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31140661 - ALLIED,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
31 -  POLICE,31140662 - WEXFORD,Expense,51 - SALARIES,51410 - ELECTION OFFICIALS WAGES,,0,0,0
